departure_date,origine,destination,is_open_today
2026-08-01,AEROPORT ROISSY CDG 2 TGV,AGDE,0
2026-08-01,AEROPORT ROISSY CDG 2 TGV,AIX EN PROVENCE TGV,0
2026-08-01,AEROPORT ROISSY CDG 2 TGV,ANGERS SAINT LAUD,0
2026-08-01,AEROPORT ROISSY CDG 2 TGV,ANGOULEME,0
2026-08-01,AEROPORT ROISSY CDG 2 TGV,ARRAS,1
2026-08-01,AEROPORT ROISSY CDG 2 TGV,AURAY,0
2026-08-01,AEROPORT ROISSY CDG 2 TGV,AVIGNON TGV,0
2026-08-01,AEROPORT ROISSY CDG 2 TGV,BEZIERS,0
2026-08-01,AEROPORT ROISSY CDG 2 TGV,BORDEAUX ST JEAN,0
2026-08-01,AEROPORT ROISSY CDG 2 TGV,BRUXELLES MIDI,1
2026-08-01,AEROPORT ROISSY CDG 2 TGV,CHAMPAGNE ARDENNE TGV,0
2026-08-01,AEROPORT ROISSY CDG 2 TGV,DOUAI,1
2026-08-01,AEROPORT ROISSY CDG 2 TGV,LA ROCHELLE VILLE,0
2026-08-01,AEROPORT ROISSY CDG 2 TGV,LAVAL,0
2026-08-01,AEROPORT ROISSY CDG 2 TGV,LE MANS,0
2026-08-01,AEROPORT ROISSY CDG 2 TGV,LILLE (intramuros),1
2026-08-01,AEROPORT ROISSY CDG 2 TGV,LORIENT,0
2026-08-01,AEROPORT ROISSY CDG 2 TGV,LORRAINE TGV,0
2026-08-01,AEROPORT ROISSY CDG 2 TGV,LYON (intramuros),0
2026-08-01,AEROPORT ROISSY CDG 2 TGV,LYON ST EXUPERY TGV.,0
2026-08-01,AEROPORT ROISSY CDG 2 TGV,MARNE LA VALLEE CHESSY,0
2026-08-01,AEROPORT ROISSY CDG 2 TGV,MARSEILLE ST CHARLES,0
2026-08-01,AEROPORT ROISSY CDG 2 TGV,MASSY TGV,0
2026-08-01,AEROPORT ROISSY CDG 2 TGV,MEUSE TGV,0
2026-08-01,AEROPORT ROISSY CDG 2 TGV,MONTPELLIER SAINT ROCH,0
2026-08-01,AEROPORT ROISSY CDG 2 TGV,MONTPELLIER SUD DE FRANCE,0
2026-08-01,AEROPORT ROISSY CDG 2 TGV,NANTES,0
2026-08-01,AEROPORT ROISSY CDG 2 TGV,NARBONNE,0
2026-08-01,AEROPORT ROISSY CDG 2 TGV,NIMES CENTRE,0
2026-08-01,AEROPORT ROISSY CDG 2 TGV,NIMES PONT DU GARD,0
2026-08-01,AEROPORT ROISSY CDG 2 TGV,NIORT,0
2026-08-01,AEROPORT ROISSY CDG 2 TGV,PERPIGNAN,0
2026-08-01,AEROPORT ROISSY CDG 2 TGV,POITIERS,0
2026-08-01,AEROPORT ROISSY CDG 2 TGV,QUIMPER,0
2026-08-01,AEROPORT ROISSY CDG 2 TGV,RENNES,0
2026-08-01,AEROPORT ROISSY CDG 2 TGV,SETE,0
2026-08-01,AEROPORT ROISSY CDG 2 TGV,ST PIERRE DES CORPS,0
2026-08-01,AEROPORT ROISSY CDG 2 TGV,STRASBOURG,0
2026-08-01,AEROPORT ROISSY CDG 2 TGV,TGV HAUTE PICARDIE,1
2026-08-01,AEROPORT ROISSY CDG 2 TGV,TOULON,0
2026-08-01,AEROPORT ROISSY CDG 2 TGV,TOURCOING,0
2026-08-01,AEROPORT ROISSY CDG 2 TGV,VALENCE TGV AUVERGNE RHONE ALPES,0
2026-08-01,AEROPORT ROISSY CDG 2 TGV,VANNES,0
2026-08-01,AGDE,AEROPORT ROISSY CDG 2 TGV,0
2026-08-01,AGDE,ARRAS,0
2026-08-01,AGDE,BARCELONA SANTS,0
2026-08-01,AGDE,BEZIERS,1
2026-08-01,AGDE,BRUXELLES MIDI,0
2026-08-01,AGDE,FIGUERES VILAFANT,0
2026-08-01,AGDE,GIRONA,0
2026-08-01,AGDE,LILLE (intramuros),0
2026-08-01,AGDE,LYON (intramuros),0
2026-08-01,AGDE,LYON ST EXUPERY TGV.,0
2026-08-01,AGDE,MARNE LA VALLEE CHESSY,0
2026-08-01,AGDE,MONTPELLIER SAINT ROCH,1
2026-08-01,AGDE,MONTPELLIER SUD DE FRANCE,1
2026-08-01,AGDE,NARBONNE,1
2026-08-01,AGDE,NIMES CENTRE,1
2026-08-01,AGDE,NIMES PONT DU GARD,1
2026-08-01,AGDE,PARIS (intramuros),1
2026-08-01,AGDE,PERPIGNAN,1
2026-08-01,AGDE,SETE,1
2026-08-01,AGDE,TGV HAUTE PICARDIE,0
2026-08-01,AGDE,VALENCE TGV AUVERGNE RHONE ALPES,1
2026-08-01,AGEN,ANGOULEME,1
2026-08-01,AGEN,ARLES,0
2026-08-01,AGEN,BEZIERS,0
2026-08-01,AGEN,BORDEAUX ST JEAN,1
2026-08-01,AGEN,CARCASSONNE,0
2026-08-01,AGEN,MARSEILLE ST CHARLES,0
2026-08-01,AGEN,MASSY TGV,0
2026-08-01,AGEN,MONTAUBAN VILLE BOURBON,1
2026-08-01,AGEN,MONTPELLIER SAINT ROCH,0
2026-08-01,AGEN,NARBONNE,0
2026-08-01,AGEN,NIMES CENTRE,0
2026-08-01,AGEN,PARIS (intramuros),1
2026-08-01,AGEN,TOULOUSE MATABIAU,1
2026-08-01,AIME LA PLAGNE,ALBERTVILLE,0
2026-08-01,AIME LA PLAGNE,BOURG SAINT MAURICE,0
2026-08-01,AIME LA PLAGNE,CHAMBERY CHALLES LES EAUX,0
2026-08-01,AIME LA PLAGNE,LANDRY,0
2026-08-01,AIME LA PLAGNE,MOUTIERS SALINS BRIDES LES BAINS,0
2026-08-01,AIME LA PLAGNE,PARIS (intramuros),0
2026-08-01,AIX EN PROVENCE TGV,AEROPORT ROISSY CDG 2 TGV,1
2026-08-01,AIX EN PROVENCE TGV,ANNEMASSE,0
2026-08-01,AIX EN PROVENCE TGV,ANTIBES,0
2026-08-01,AIX EN PROVENCE TGV,ARRAS,1
2026-08-01,AIX EN PROVENCE TGV,AVIGNON TGV,1
2026-08-01,AIX EN PROVENCE TGV,BADEN BADEN,0
2026-08-01,AIX EN PROVENCE TGV,BEAUNE,0
2026-08-01,AIX EN PROVENCE TGV,BELFORT MONTBELIARD TGV,0
2026-08-01,AIX EN PROVENCE TGV,BELLEGARDE SUR VALSERINE GARE,0
2026-08-01,AIX EN PROVENCE TGV,BESANCON FRANCHE COMTE TGV,0
2026-08-01,AIX EN PROVENCE TGV,BRUXELLES MIDI,0
2026-08-01,AIX EN PROVENCE TGV,CANNES,0
2026-08-01,AIX EN PROVENCE TGV,CHALON SUR SAONE,0
2026-08-01,AIX EN PROVENCE TGV,COLMAR,0
2026-08-01,AIX EN PROVENCE TGV,DIJON VILLE,0
2026-08-01,AIX EN PROVENCE TGV,DOUAI,1
2026-08-01,AIX EN PROVENCE TGV,FRANKFURT AM MAIN HBF,0
2026-08-01,AIX EN PROVENCE TGV,KARLSRUHE HBF,0
2026-08-01,AIX EN PROVENCE TGV,LAVAL,0
2026-08-01,AIX EN PROVENCE TGV,LE MANS,0
2026-08-01,AIX EN PROVENCE TGV,LES ARCS DRAGUIGNAN,0
2026-08-01,AIX EN PROVENCE TGV,LILLE (intramuros),1
2026-08-01,AIX EN PROVENCE TGV,LYON (intramuros),1
2026-08-01,AIX EN PROVENCE TGV,LYON ST EXUPERY TGV.,0
2026-08-01,AIX EN PROVENCE TGV,MACON VILLE,0
2026-08-01,AIX EN PROVENCE TGV,MANNHEIM HBF,0
2026-08-01,AIX EN PROVENCE TGV,MARNE LA VALLEE CHESSY,1
2026-08-01,AIX EN PROVENCE TGV,MARSEILLE ST CHARLES,1
2026-08-01,AIX EN PROVENCE TGV,MASSY TGV,0
2026-08-01,AIX EN PROVENCE TGV,METZ VILLE,0
2026-08-01,AIX EN PROVENCE TGV,MULHOUSE VILLE,0
2026-08-01,AIX EN PROVENCE TGV,NANCY,0
2026-08-01,AIX EN PROVENCE TGV,NICE VILLE,0
2026-08-01,AIX EN PROVENCE TGV,PARIS (intramuros),1
2026-08-01,AIX EN PROVENCE TGV,RENNES,0
2026-08-01,AIX EN PROVENCE TGV,ST RAPHAEL VALESCURE,0
2026-08-01,AIX EN PROVENCE TGV,STRASBOURG,0
2026-08-01,AIX EN PROVENCE TGV,TGV HAUTE PICARDIE,1
2026-08-01,AIX EN PROVENCE TGV,TOULON,0
2026-08-01,AIX EN PROVENCE TGV,TOURCOING,0
2026-08-01,AIX EN PROVENCE TGV,VALENCE TGV AUVERGNE RHONE ALPES,1
2026-08-01,AIX LES BAINS LE REVARD,ANNECY,1
2026-08-01,AIX LES BAINS LE REVARD,CHAMBERY CHALLES LES EAUX,1
2026-08-01,AIX LES BAINS LE REVARD,MACON LOCHE TGV,1
2026-08-01,AIX LES BAINS LE REVARD,PARIS (intramuros),1
2026-08-01,ALBERTVILLE,AIME LA PLAGNE,0
2026-08-01,ALBERTVILLE,BOURG SAINT MAURICE,0
2026-08-01,ALBERTVILLE,CHAMBERY CHALLES LES EAUX,0
2026-08-01,ALBERTVILLE,LANDRY,0
2026-08-01,ALBERTVILLE,MOUTIERS SALINS BRIDES LES BAINS,0
2026-08-01,ALBERTVILLE,PARIS (intramuros),0
2026-08-01,AMIENS,TGV HAUTE PICARDIE,0
2026-08-01,ANGERS SAINT LAUD,AEROPORT ROISSY CDG 2 TGV,0
2026-08-01,ANGERS SAINT LAUD,BLOIS   CHAMBORD,0
2026-08-01,ANGERS SAINT LAUD,BOURGES,0
2026-08-01,ANGERS SAINT LAUD,BRUXELLES MIDI,0
2026-08-01,ANGERS SAINT LAUD,CHAMPAGNE ARDENNE TGV,0
2026-08-01,ANGERS SAINT LAUD,JUVISY,0
2026-08-01,ANGERS SAINT LAUD,LA BAULE ESCOUBLAC,0
2026-08-01,ANGERS SAINT LAUD,LA ROCHE SUR YON,0
2026-08-01,ANGERS SAINT LAUD,LE CROISIC,0
2026-08-01,ANGERS SAINT LAUD,LE MANS,1
2026-08-01,ANGERS SAINT LAUD,LE POULIGUEN,0
2026-08-01,ANGERS SAINT LAUD,LES AUBRAIS ORLEANS,0
2026-08-01,ANGERS SAINT LAUD,LES SABLES D'OLONNE,0
2026-08-01,ANGERS SAINT LAUD,LILLE (intramuros),0
2026-08-01,ANGERS SAINT LAUD,LORRAINE TGV,0
2026-08-01,ANGERS SAINT LAUD,LYON (intramuros),1
2026-08-01,ANGERS SAINT LAUD,MARNE LA VALLEE CHESSY,0
2026-08-01,ANGERS SAINT LAUD,MASSY TGV,1
2026-08-01,ANGERS SAINT LAUD,MONTPELLIER SUD DE FRANCE,0
2026-08-01,ANGERS SAINT LAUD,MOULINS SUR ALLIER,0
2026-08-01,ANGERS SAINT LAUD,NANTES,1
2026-08-01,ANGERS SAINT LAUD,NEVERS,0
2026-08-01,ANGERS SAINT LAUD,NIMES PONT DU GARD,0
2026-08-01,ANGERS SAINT LAUD,PARIS (intramuros),1
2026-08-01,ANGERS SAINT LAUD,PORNICHET,0
2026-08-01,ANGERS SAINT LAUD,ROANNE,0
2026-08-01,ANGERS SAINT LAUD,SABLE SUR SARTHE,0
2026-08-01,ANGERS SAINT LAUD,SAINT GERMAIN DES FOSSES,0
2026-08-01,ANGERS SAINT LAUD,SAUMUR,0
2026-08-01,ANGERS SAINT LAUD,ST NAZAIRE,0
2026-08-01,ANGERS SAINT LAUD,ST PIERRE DES CORPS,1
2026-08-01,ANGERS SAINT LAUD,STRASBOURG,0
2026-08-01,ANGERS SAINT LAUD,TGV HAUTE PICARDIE,0
2026-08-01,ANGERS SAINT LAUD,VALENCE TGV AUVERGNE RHONE ALPES,0
2026-08-01,ANGERS SAINT LAUD,VIERZON,0
2026-08-01,ANGOULAME,JUVISY,0
2026-08-01,ANGOULEME,AEROPORT ROISSY CDG 2 TGV,1
2026-08-01,ANGOULEME,BORDEAUX ST JEAN,1
2026-08-01,ANGOULEME,CHAMPAGNE ARDENNE TGV,1
2026-08-01,ANGOULEME,CHATELLERAULT,1
2026-08-01,ANGOULEME,FRANKFURT AM MAIN HBF,0
2026-08-01,ANGOULEME,FUTUROSCOPE,1
2026-08-01,ANGOULEME,LES AUBRAIS ORLEANS,0
2026-08-01,ANGOULEME,LIBOURNE,1
2026-08-01,ANGOULEME,LILLE (intramuros),0
2026-08-01,ANGOULEME,LORRAINE TGV,1
2026-08-01,ANGOULEME,MANNHEIM HBF,0
2026-08-01,ANGOULEME,MARNE LA VALLEE CHESSY,1
2026-08-01,ANGOULEME,MASSY TGV,1
2026-08-01,ANGOULEME,MEUSE TGV,1
2026-08-01,ANGOULEME,PARIS (intramuros),1
2026-08-01,ANGOULEME,POITIERS,1
2026-08-01,ANGOULEME,ST PIERRE DES CORPS,1
2026-08-01,ANGOULEME,STRASBOURG,1
2026-08-01,ANGOULEME,TGV HAUTE PICARDIE,0
2026-08-01,ANGOULEME,TOURCOING,0
2026-08-01,ANNECY,AIX LES BAINS LE REVARD,1
2026-08-01,ANNECY,CHAMBERY CHALLES LES EAUX,1
2026-08-01,ANNECY,MACON LOCHE TGV,1
2026-08-01,ANNECY,PARIS (intramuros),1
2026-08-01,ANNEMASSE,AIX EN PROVENCE TGV,0
2026-08-01,ANNEMASSE,AVIGNON TGV,0
2026-08-01,ANNEMASSE,BELLEGARDE SUR VALSERINE GARE,1
2026-08-01,ANNEMASSE,BOURG EN BRESSE,0
2026-08-01,ANNEMASSE,CLUSES (HAUTE SAVOIE),1
2026-08-01,ANNEMASSE,EVIAN LES BAINS,1
2026-08-01,ANNEMASSE,LYON (intramuros),0
2026-08-01,ANNEMASSE,MARSEILLE ST CHARLES,0
2026-08-01,ANNEMASSE,NURIEUX GARE,0
2026-08-01,ANNEMASSE,PARIS (intramuros),1
2026-08-01,ANNEMASSE,SALLANCHES COMBLOUX MEGEVE,1
2026-08-01,ANNEMASSE,ST GERVAIS LES BAINS LE FAYET,1
2026-08-01,ANNEMASSE,THONON LES BAINS,1
2026-08-01,ANTIBES,AIX EN PROVENCE TGV,1
2026-08-01,ANTIBES,AVIGNON TGV,1
2026-08-01,ANTIBES,BEAUNE,0
2026-08-01,ANTIBES,BELFORT MONTBELIARD TGV,0
2026-08-01,ANTIBES,BESANCON FRANCHE COMTE TGV,0
2026-08-01,ANTIBES,CANNES,1
2026-08-01,ANTIBES,COLMAR,0
2026-08-01,ANTIBES,DIJON VILLE,0
2026-08-01,ANTIBES,LES ARCS DRAGUIGNAN,1
2026-08-01,ANTIBES,LYON (intramuros),1
2026-08-01,ANTIBES,LYON ST EXUPERY TGV.,0
2026-08-01,ANTIBES,MACON VILLE,0
2026-08-01,ANTIBES,MARSEILLE ST CHARLES,1
2026-08-01,ANTIBES,MULHOUSE VILLE,0
2026-08-01,ANTIBES,NANCY,0
2026-08-01,ANTIBES,NICE VILLE,1
2026-08-01,ANTIBES,PARIS (intramuros),1
2026-08-01,ANTIBES,ST RAPHAEL VALESCURE,1
2026-08-01,ANTIBES,STRASBOURG,0
2026-08-01,ANTIBES,TOULON,1
2026-08-01,ANTIBES,VALENCE TGV AUVERGNE RHONE ALPES,1
2026-08-01,ARCACHON,ANGOULEME,0
2026-08-01,ARCACHON,BIGANOS FACTURE,0
2026-08-01,ARCACHON,BORDEAUX ST JEAN,0
2026-08-01,ARCACHON,LA TESTE,0
2026-08-01,ARCACHON,MASSY TGV,1
2026-08-01,ARCACHON,PARIS (intramuros),1
2026-08-01,ARGELES SUR MER,PARIS (intramuros),0
2026-08-01,ARGENTON SUR CREUSE,BRIVE LA GAILLARDE,0
2026-08-01,ARGENTON SUR CREUSE,CAHORS,0
2026-08-01,ARGENTON SUR CREUSE,CAUSSADE(TARN ET GARONNE),0
2026-08-01,ARGENTON SUR CREUSE,CHATEAUROUX,1
2026-08-01,ARGENTON SUR CREUSE,GOURDON,0
2026-08-01,ARGENTON SUR CREUSE,LA SOUTERRAINE,0
2026-08-01,ARGENTON SUR CREUSE,LES AUBRAIS ORLEANS,0
2026-08-01,ARGENTON SUR CREUSE,LIMOGES BENEDICTINS,0
2026-08-01,ARGENTON SUR CREUSE,MONTAUBAN VILLE BOURBON,0
2026-08-01,ARGENTON SUR CREUSE,PARIS (intramuros),1
2026-08-01,ARGENTON SUR CREUSE,SOUILLAC,0
2026-08-01,ARGENTON SUR CREUSE,TOULOUSE MATABIAU,0
2026-08-01,ARGENTON SUR CREUSE,VIERZON,1
2026-08-01,ARLES,AGEN,0
2026-08-01,ARLES,AVIGNON CENTRE,1
2026-08-01,ARLES,BORDEAUX ST JEAN,0
2026-08-01,ARLES,CARCASSONNE,0
2026-08-01,ARLES,LYON ST EXUPERY TGV.,1
2026-08-01,ARLES,MARSEILLE ST CHARLES,0
2026-08-01,ARLES,MIRAMAS,0
2026-08-01,ARLES,MONTAUBAN VILLE BOURBON,0
2026-08-01,ARLES,MONTELIMAR GARE SNCF,1
2026-08-01,ARLES,MONTPELLIER SAINT ROCH,0
2026-08-01,ARLES,NARBONNE,0
2026-08-01,ARLES,NIMES CENTRE,0
2026-08-01,ARLES,ORANGE,1
2026-08-01,ARLES,PARIS (intramuros),1
2026-08-01,ARLES,SETE,0
2026-08-01,ARLES,TOULOUSE MATABIAU,0
2026-08-01,ARLES,VALENCE VILLE,1
2026-08-01,ARRAS,AEROPORT ROISSY CDG 2 TGV,0
2026-08-01,ARRAS,ANGERS SAINT LAUD,0
2026-08-01,ARRAS,ANGOULEME,0
2026-08-01,ARRAS,BORDEAUX ST JEAN,0
2026-08-01,ARRAS,BRUXELLES MIDI,0
2026-08-01,ARRAS,DOUAI,1
2026-08-01,ARRAS,LILLE (intramuros),1
2026-08-01,ARRAS,MARNE LA VALLEE CHESSY,0
2026-08-01,ARRAS,MASSY TGV,0
2026-08-01,ARRAS,NANTES,0
2026-08-01,ARRAS,PARIS (intramuros),1
2026-08-01,ARRAS,POITIERS,0
2026-08-01,ARRAS,ST PIERRE DES CORPS,0
2026-08-01,ARRAS,TGV HAUTE PICARDIE,1
2026-08-01,ARVANT,AUMONT AUBRAC,0
2026-08-01,ARVANT,BANASSAC LA CANOURGUE,0
2026-08-01,ARVANT,BEDARIEUX,0
2026-08-01,ARVANT,BEZIERS,0
2026-08-01,ARVANT,BRASSAC LES MINES STE FLORINE,0
2026-08-01,ARVANT,CAMPAGNAC ST GENIEZ,0
2026-08-01,ARVANT,CEILHES ROQUEREDONDE,0
2026-08-01,ARVANT,CLERMONT FERRAND,0
2026-08-01,ARVANT,ISSOIRE,0
2026-08-01,ARVANT,LE BOUSQUET D'ORB,0
2026-08-01,ARVANT,LE MONASTIER,0
2026-08-01,ARVANT,MAGALAS,0
2026-08-01,ARVANT,MARVEJOLS,0
2026-08-01,ARVANT,MASSIAC BLESLE,0
2026-08-01,ARVANT,MILLAU,0
2026-08-01,ARVANT,NEUSSARGUES,0
2026-08-01,ARVANT,SAINT CHELY D'APCHER,0
2026-08-01,ARVANT,SAINT GEORGES DE LUZENCON,0
2026-08-01,ARVANT,SAINT ROME DE CERNON,0
2026-08-01,ARVANT,SEVERAC LE CHATEAU,0
2026-08-01,ARVANT,ST FLOUR CHAUDES AIGUES,0
2026-08-01,ARVANT,TOURNEMIRE ROQUEFORT,0
2026-08-01,ASSIER,PARIS (intramuros),0
2026-08-01,AUBIN,PARIS (intramuros),0
2026-08-01,AUGSBURG HBF,ESSLINGEN(NECKAR),0
2026-08-01,AUGSBURG HBF,KARLSRUHE HBF,0
2026-08-01,AUGSBURG HBF,MUNCHEN HBF,0
2026-08-01,AUGSBURG HBF,PARIS (intramuros),0
2026-08-01,AUGSBURG HBF,STRASBOURG,0
2026-08-01,AUGSBURG HBF,ULM HBF,0
2026-08-01,AUMONT AUBRAC,ARVANT,0
2026-08-01,AUMONT AUBRAC,BANASSAC LA CANOURGUE,0
2026-08-01,AUMONT AUBRAC,BEDARIEUX,0
2026-08-01,AUMONT AUBRAC,BEZIERS,0
2026-08-01,AUMONT AUBRAC,BRASSAC LES MINES STE FLORINE,0
2026-08-01,AUMONT AUBRAC,CAMPAGNAC ST GENIEZ,0
2026-08-01,AUMONT AUBRAC,CEILHES ROQUEREDONDE,0
2026-08-01,AUMONT AUBRAC,CLERMONT FERRAND,0
2026-08-01,AUMONT AUBRAC,ISSOIRE,0
2026-08-01,AUMONT AUBRAC,LE BOUSQUET D'ORB,0
2026-08-01,AUMONT AUBRAC,LE MONASTIER,0
2026-08-01,AUMONT AUBRAC,MAGALAS,0
2026-08-01,AUMONT AUBRAC,MARVEJOLS,0
2026-08-01,AUMONT AUBRAC,MASSIAC BLESLE,0
2026-08-01,AUMONT AUBRAC,MILLAU,0
2026-08-01,AUMONT AUBRAC,NEUSSARGUES,0
2026-08-01,AUMONT AUBRAC,SAINT CHELY D'APCHER,0
2026-08-01,AUMONT AUBRAC,SAINT GEORGES DE LUZENCON,0
2026-08-01,AUMONT AUBRAC,SAINT ROME DE CERNON,0
2026-08-01,AUMONT AUBRAC,SEVERAC LE CHATEAU,0
2026-08-01,AUMONT AUBRAC,ST FLOUR CHAUDES AIGUES,0
2026-08-01,AUMONT AUBRAC,TOURNEMIRE ROQUEFORT,0
2026-08-01,AURAY,AEROPORT ROISSY CDG 2 TGV,0
2026-08-01,AURAY,CHAMPAGNE ARDENNE TGV,0
2026-08-01,AURAY,LAVAL,1
2026-08-01,AURAY,LE MANS,0
2026-08-01,AURAY,LORIENT,1
2026-08-01,AURAY,LORRAINE TGV,0
2026-08-01,AURAY,MARNE LA VALLEE CHESSY,0
2026-08-01,AURAY,MASSY TGV,0
2026-08-01,AURAY,MEUSE TGV,0
2026-08-01,AURAY,PARIS (intramuros),1
2026-08-01,AURAY,QUIMPER,1
2026-08-01,AURAY,QUIMPERLE,0
2026-08-01,AURAY,REDON,1
2026-08-01,AURAY,RENNES,1
2026-08-01,AURAY,ROSPORDEN,1
2026-08-01,AURAY,STRASBOURG,0
2026-08-01,AURAY,VANNES,1
2026-08-01,AURILLAC,PARIS (intramuros),1
2026-08-01,AUTERIVE,LES AUBRAIS ORLEANS,0
2026-08-01,AUTERIVE,PARIS (intramuros),0
2026-08-01,AVIGNON CENTRE,ARLES,0
2026-08-01,AVIGNON CENTRE,LYON ST EXUPERY TGV.,1
2026-08-01,AVIGNON CENTRE,MIRAMAS,0
2026-08-01,AVIGNON CENTRE,MONTELIMAR GARE SNCF,1
2026-08-01,AVIGNON CENTRE,ORANGE,1
2026-08-01,AVIGNON CENTRE,PARIS (intramuros),1
2026-08-01,AVIGNON CENTRE,VALENCE VILLE,1
2026-08-01,AVIGNON TGV,AEROPORT ROISSY CDG 2 TGV,1
2026-08-01,AVIGNON TGV,AIX EN PROVENCE TGV,1
2026-08-01,AVIGNON TGV,ANNEMASSE,0
2026-08-01,AVIGNON TGV,ANTIBES,0
2026-08-01,AVIGNON TGV,ARRAS,1
2026-08-01,AVIGNON TGV,BADEN BADEN,0
2026-08-01,AVIGNON TGV,BEAUNE,0
2026-08-01,AVIGNON TGV,BELFORT MONTBELIARD TGV,0
2026-08-01,AVIGNON TGV,BELLEGARDE SUR VALSERINE GARE,0
2026-08-01,AVIGNON TGV,BESANCON FRANCHE COMTE TGV,0
2026-08-01,AVIGNON TGV,BRUXELLES MIDI,0
2026-08-01,AVIGNON TGV,CANNES,0
2026-08-01,AVIGNON TGV,CHALON SUR SAONE,0
2026-08-01,AVIGNON TGV,COLMAR,0
2026-08-01,AVIGNON TGV,DIJON VILLE,0
2026-08-01,AVIGNON TGV,DOUAI,1
2026-08-01,AVIGNON TGV,FRANKFURT AM MAIN HBF,0
2026-08-01,AVIGNON TGV,HYERES,0
2026-08-01,AVIGNON TGV,KARLSRUHE HBF,0
2026-08-01,AVIGNON TGV,LAVAL,0
2026-08-01,AVIGNON TGV,LE HAVRE,1
2026-08-01,AVIGNON TGV,LE MANS,0
2026-08-01,AVIGNON TGV,LES ARCS DRAGUIGNAN,0
2026-08-01,AVIGNON TGV,LILLE (intramuros),1
2026-08-01,AVIGNON TGV,LYON (intramuros),1
2026-08-01,AVIGNON TGV,LYON ST EXUPERY TGV.,0
2026-08-01,AVIGNON TGV,MACON VILLE,0
2026-08-01,AVIGNON TGV,MANNHEIM HBF,0
2026-08-01,AVIGNON TGV,MANTES LA JOLIE,1
2026-08-01,AVIGNON TGV,MARNE LA VALLEE CHESSY,1
2026-08-01,AVIGNON TGV,MARSEILLE ST CHARLES,1
2026-08-01,AVIGNON TGV,MASSY PALAISEAU,1
2026-08-01,AVIGNON TGV,MASSY TGV,0
2026-08-01,AVIGNON TGV,METZ VILLE,0
2026-08-01,AVIGNON TGV,MULHOUSE VILLE,0
2026-08-01,AVIGNON TGV,NANCY,0
2026-08-01,AVIGNON TGV,NICE VILLE,0
2026-08-01,AVIGNON TGV,PARIS (intramuros),1
2026-08-01,AVIGNON TGV,RENNES,0
2026-08-01,AVIGNON TGV,ROUEN RIVE DROITE,1
2026-08-01,AVIGNON TGV,ST RAPHAEL VALESCURE,0
2026-08-01,AVIGNON TGV,STRASBOURG,0
2026-08-01,AVIGNON TGV,TGV HAUTE PICARDIE,1
2026-08-01,AVIGNON TGV,TOULON,0
2026-08-01,AVIGNON TGV,TOURCOING,0
2026-08-01,AVIGNON TGV,VALENCE TGV AUVERGNE RHONE ALPES,1
2026-08-01,AVIGNON TGV,VERSAILLES CHANTIERS,1
2026-08-01,AX LES THERMES,LES AUBRAIS ORLEANS,0
2026-08-01,AX LES THERMES,PARIS (intramuros),0
2026-08-01,BADEN BADEN,AIX EN PROVENCE TGV,0
2026-08-01,BADEN BADEN,AVIGNON TGV,0
2026-08-01,BADEN BADEN,BELFORT MONTBELIARD TGV,0
2026-08-01,BADEN BADEN,BESANCON FRANCHE COMTE TGV,0
2026-08-01,BADEN BADEN,CHALON SUR SAONE,0
2026-08-01,BADEN BADEN,FRANKFURT AM MAIN HBF,0
2026-08-01,BADEN BADEN,KARLSRUHE HBF,0
2026-08-01,BADEN BADEN,LYON (intramuros),0
2026-08-01,BADEN BADEN,MANNHEIM HBF,0
2026-08-01,BADEN BADEN,MARSEILLE ST CHARLES,0
2026-08-01,BADEN BADEN,MULHOUSE VILLE,0
2026-08-01,BADEN BADEN,STRASBOURG,0
2026-08-01,BANASSAC LA CANOURGUE,ARVANT,0
2026-08-01,BANASSAC LA CANOURGUE,AUMONT AUBRAC,0
2026-08-01,BANASSAC LA CANOURGUE,BEDARIEUX,0
2026-08-01,BANASSAC LA CANOURGUE,BEZIERS,0
2026-08-01,BANASSAC LA CANOURGUE,BRASSAC LES MINES STE FLORINE,0
2026-08-01,BANASSAC LA CANOURGUE,CAMPAGNAC ST GENIEZ,0
2026-08-01,BANASSAC LA CANOURGUE,CEILHES ROQUEREDONDE,0
2026-08-01,BANASSAC LA CANOURGUE,CLERMONT FERRAND,0
2026-08-01,BANASSAC LA CANOURGUE,ISSOIRE,0
2026-08-01,BANASSAC LA CANOURGUE,LE BOUSQUET D'ORB,0
2026-08-01,BANASSAC LA CANOURGUE,LE MONASTIER,0
2026-08-01,BANASSAC LA CANOURGUE,MAGALAS,0
2026-08-01,BANASSAC LA CANOURGUE,MARVEJOLS,0
2026-08-01,BANASSAC LA CANOURGUE,MASSIAC BLESLE,0
2026-08-01,BANASSAC LA CANOURGUE,MILLAU,0
2026-08-01,BANASSAC LA CANOURGUE,NEUSSARGUES,0
2026-08-01,BANASSAC LA CANOURGUE,SAINT CHELY D'APCHER,0
2026-08-01,BANASSAC LA CANOURGUE,SAINT GEORGES DE LUZENCON,0
2026-08-01,BANASSAC LA CANOURGUE,SAINT ROME DE CERNON,0
2026-08-01,BANASSAC LA CANOURGUE,SEVERAC LE CHATEAU,0
2026-08-01,BANASSAC LA CANOURGUE,ST FLOUR CHAUDES AIGUES,0
2026-08-01,BANASSAC LA CANOURGUE,TOURNEMIRE ROQUEFORT,0
