origin,destination,delta_days,proba_open
AEROPORT ROISSY CDG 2 TGV,AGDE,0,0.09413991139800473
AEROPORT ROISSY CDG 2 TGV,AGDE,1,0.09621904904056976
AEROPORT ROISSY CDG 2 TGV,AGDE,2,0.10343701246280868
AEROPORT ROISSY CDG 2 TGV,AGDE,3,0.0870261575256268
AEROPORT ROISSY CDG 2 TGV,AGDE,4,0.01494429688861612
AEROPORT ROISSY CDG 2 TGV,AGDE,5,0.014145936803236257
AEROPORT ROISSY CDG 2 TGV,AGDE,6,0.01668465988522948
AEROPORT ROISSY CDG 2 TGV,AGDE,7,0.01692495770017323
AEROPORT ROISSY CDG 2 TGV,AGDE,8,0.01702327743156512
AEROPORT ROISSY CDG 2 TGV,AGDE,9,0.013767353771971143
AEROPORT ROISSY CDG 2 TGV,AGDE,10,0.01180019231046208
AEROPORT ROISSY CDG 2 TGV,AGDE,11,0.009397017276611104
AEROPORT ROISSY CDG 2 TGV,AGDE,12,0.0009601651169383199
AEROPORT ROISSY CDG 2 TGV,AGDE,13,0.0012278984881983902
AEROPORT ROISSY CDG 2 TGV,AGDE,14,0.0021678974524227254
AEROPORT ROISSY CDG 2 TGV,AGDE,15,0.001418993055315867
AEROPORT ROISSY CDG 2 TGV,AGDE,16,0.002851653986442887
AEROPORT ROISSY CDG 2 TGV,AGDE,17,0.0028195525055209323
AEROPORT ROISSY CDG 2 TGV,AGDE,18,0.0030197701693296807
AEROPORT ROISSY CDG 2 TGV,AGDE,19,0.0023022708140028095
AEROPORT ROISSY CDG 2 TGV,AGDE,20,0.004322518575757844
AEROPORT ROISSY CDG 2 TGV,AGDE,21,0.0030729873713800046
AEROPORT ROISSY CDG 2 TGV,AGDE,22,0.002352545030657911
AEROPORT ROISSY CDG 2 TGV,AGDE,23,0.003857143546533042
AEROPORT ROISSY CDG 2 TGV,AGDE,24,0.0033827003031603807
AEROPORT ROISSY CDG 2 TGV,AGDE,25,0.0020655313286371533
AEROPORT ROISSY CDG 2 TGV,AGDE,26,0.002493603782685343
AEROPORT ROISSY CDG 2 TGV,AGDE,27,0.003589521207472504
AEROPORT ROISSY CDG 2 TGV,AGDE,28,0.005614939499199911
AEROPORT ROISSY CDG 2 TGV,AGDE,29,0.004142938308108653
AEROPORT ROISSY CDG 2 TGV,AGDE,30,0.0027031018334012233
AEROPORT ROISSY CDG 2 TGV,AIME LA PLAGNE,0,0.010369532428355957
AEROPORT ROISSY CDG 2 TGV,AIME LA PLAGNE,1,0.005882352941176471
AEROPORT ROISSY CDG 2 TGV,AIME LA PLAGNE,2,0.0
AEROPORT ROISSY CDG 2 TGV,AIME LA PLAGNE,3,0.0
AEROPORT ROISSY CDG 2 TGV,AIME LA PLAGNE,4,0.0
AEROPORT ROISSY CDG 2 TGV,AIME LA PLAGNE,5,3.935458480913026e-05
AEROPORT ROISSY CDG 2 TGV,AIME LA PLAGNE,6,0.0002406428295756359
AEROPORT ROISSY CDG 2 TGV,AIME LA PLAGNE,7,0.0
AEROPORT ROISSY CDG 2 TGV,AIME LA PLAGNE,8,0.0033613445378151263
AEROPORT ROISSY CDG 2 TGV,AIME LA PLAGNE,9,0.0013787878787878789
AEROPORT ROISSY CDG 2 TGV,AIME LA PLAGNE,10,0.0
AEROPORT ROISSY CDG 2 TGV,AIME LA PLAGNE,11,0.0011432162753679414
AEROPORT ROISSY CDG 2 TGV,AIME LA PLAGNE,12,0.00013386880856760373
AEROPORT ROISSY CDG 2 TGV,AIME LA PLAGNE,13,8.924587237840248e-05
AEROPORT ROISSY CDG 2 TGV,AIME LA PLAGNE,14,0.00013386880856760373
AEROPORT ROISSY CDG 2 TGV,AIME LA PLAGNE,15,8.924587237840248e-05
AEROPORT ROISSY CDG 2 TGV,AIME LA PLAGNE,16,0.0026523873270861225
AEROPORT ROISSY CDG 2 TGV,AIME LA PLAGNE,17,0.0003022189769177721
AEROPORT ROISSY CDG 2 TGV,AIME LA PLAGNE,18,0.0004888383826041149
AEROPORT ROISSY CDG 2 TGV,AIME LA PLAGNE,19,0.00013386880856760373
AEROPORT ROISSY CDG 2 TGV,AIME LA PLAGNE,20,0.0012003569834895136
AEROPORT ROISSY CDG 2 TGV,AIME LA PLAGNE,21,0.001680546572473832
AEROPORT ROISSY CDG 2 TGV,AIME LA PLAGNE,22,0.0016765474596799898
AEROPORT ROISSY CDG 2 TGV,AIME LA PLAGNE,23,0.002249739699538896
AEROPORT ROISSY CDG 2 TGV,AIME LA PLAGNE,24,0.001312319987018782
AEROPORT ROISSY CDG 2 TGV,AIME LA PLAGNE,25,0.0010132072665224139
AEROPORT ROISSY CDG 2 TGV,AIME LA PLAGNE,26,0.0005751347854391801
AEROPORT ROISSY CDG 2 TGV,AIME LA PLAGNE,27,0.0015070344270162411
AEROPORT ROISSY CDG 2 TGV,AIME LA PLAGNE,28,0.0016304912171396975
AEROPORT ROISSY CDG 2 TGV,AIME LA PLAGNE,29,0.0018962204044375125
AEROPORT ROISSY CDG 2 TGV,AIME LA PLAGNE,30,0.0003513003797159287
AEROPORT ROISSY CDG 2 TGV,AIX EN PROVENCE TGV,0,0.13077076134772944
AEROPORT ROISSY CDG 2 TGV,AIX EN PROVENCE TGV,1,0.1321125769089523
AEROPORT ROISSY CDG 2 TGV,AIX EN PROVENCE TGV,2,0.12603133111407597
AEROPORT ROISSY CDG 2 TGV,AIX EN PROVENCE TGV,3,0.12423467066439019
AEROPORT ROISSY CDG 2 TGV,AIX EN PROVENCE TGV,4,0.12113574057864508
AEROPORT ROISSY CDG 2 TGV,AIX EN PROVENCE TGV,5,0.12368412437386216
AEROPORT ROISSY CDG 2 TGV,AIX EN PROVENCE TGV,6,0.13221835143714275
AEROPORT ROISSY CDG 2 TGV,AIX EN PROVENCE TGV,7,0.14260776502765238
AEROPORT ROISSY CDG 2 TGV,AIX EN PROVENCE TGV,8,0.15156722778184228
AEROPORT ROISSY CDG 2 TGV,AIX EN PROVENCE TGV,9,0.1512147972587166
AEROPORT ROISSY CDG 2 TGV,AIX EN PROVENCE TGV,10,0.15214998535474064
AEROPORT ROISSY CDG 2 TGV,AIX EN PROVENCE TGV,11,0.15167185413642628
AEROPORT ROISSY CDG 2 TGV,AIX EN PROVENCE TGV,12,0.07066485855564864
AEROPORT ROISSY CDG 2 TGV,AIX EN PROVENCE TGV,13,0.075847586408613
AEROPORT ROISSY CDG 2 TGV,AIX EN PROVENCE TGV,14,0.08610474696469904
AEROPORT ROISSY CDG 2 TGV,AIX EN PROVENCE TGV,15,0.0897786140394631
AEROPORT ROISSY CDG 2 TGV,AIX EN PROVENCE TGV,16,0.09054527537097166
AEROPORT ROISSY CDG 2 TGV,AIX EN PROVENCE TGV,17,0.09349470135729085
AEROPORT ROISSY CDG 2 TGV,AIX EN PROVENCE TGV,18,0.09254728363854113
AEROPORT ROISSY CDG 2 TGV,AIX EN PROVENCE TGV,19,0.09694932486807926
AEROPORT ROISSY CDG 2 TGV,AIX EN PROVENCE TGV,20,0.10355993409790833
AEROPORT ROISSY CDG 2 TGV,AIX EN PROVENCE TGV,21,0.11461506403655172
AEROPORT ROISSY CDG 2 TGV,AIX EN PROVENCE TGV,22,0.12005629130548583
AEROPORT ROISSY CDG 2 TGV,AIX EN PROVENCE TGV,23,0.12035246555783044
AEROPORT ROISSY CDG 2 TGV,AIX EN PROVENCE TGV,24,0.12283263982370336
AEROPORT ROISSY CDG 2 TGV,AIX EN PROVENCE TGV,25,0.12190638258901894
AEROPORT ROISSY CDG 2 TGV,AIX EN PROVENCE TGV,26,0.12175491008212723
AEROPORT ROISSY CDG 2 TGV,AIX EN PROVENCE TGV,27,0.12788350405837604
AEROPORT ROISSY CDG 2 TGV,AIX EN PROVENCE TGV,28,0.1364989187133335
AEROPORT ROISSY CDG 2 TGV,AIX EN PROVENCE TGV,29,0.14055118025516422
AEROPORT ROISSY CDG 2 TGV,AIX EN PROVENCE TGV,30,0.0787730028515122
AEROPORT ROISSY CDG 2 TGV,ALBERTVILLE,0,0.010369532428355957
AEROPORT ROISSY CDG 2 TGV,ALBERTVILLE,1,0.005882352941176471
AEROPORT ROISSY CDG 2 TGV,ALBERTVILLE,2,0.0
AEROPORT ROISSY CDG 2 TGV,ALBERTVILLE,3,0.0
AEROPORT ROISSY CDG 2 TGV,ALBERTVILLE,4,0.0
AEROPORT ROISSY CDG 2 TGV,ALBERTVILLE,5,3.935458480913026e-05
AEROPORT ROISSY CDG 2 TGV,ALBERTVILLE,6,0.0002406428295756359
AEROPORT ROISSY CDG 2 TGV,ALBERTVILLE,7,0.0
AEROPORT ROISSY CDG 2 TGV,ALBERTVILLE,8,0.0033613445378151263
AEROPORT ROISSY CDG 2 TGV,ALBERTVILLE,9,0.0013787878787878789
AEROPORT ROISSY CDG 2 TGV,ALBERTVILLE,10,0.0
AEROPORT ROISSY CDG 2 TGV,ALBERTVILLE,11,0.0012997107980596474
AEROPORT ROISSY CDG 2 TGV,ALBERTVILLE,12,0.00013386880856760373
AEROPORT ROISSY CDG 2 TGV,ALBERTVILLE,13,8.924587237840248e-05
AEROPORT ROISSY CDG 2 TGV,ALBERTVILLE,14,0.00013386880856760373
AEROPORT ROISSY CDG 2 TGV,ALBERTVILLE,15,8.924587237840248e-05
AEROPORT ROISSY CDG 2 TGV,ALBERTVILLE,16,0.0026523873270861225
AEROPORT ROISSY CDG 2 TGV,ALBERTVILLE,17,0.0003022189769177721
AEROPORT ROISSY CDG 2 TGV,ALBERTVILLE,18,0.0004888383826041149
AEROPORT ROISSY CDG 2 TGV,ALBERTVILLE,19,0.00013386880856760373
AEROPORT ROISSY CDG 2 TGV,ALBERTVILLE,20,0.0012003569834895136
AEROPORT ROISSY CDG 2 TGV,ALBERTVILLE,21,0.001680546572473832
AEROPORT ROISSY CDG 2 TGV,ALBERTVILLE,22,0.0016765474596799898
AEROPORT ROISSY CDG 2 TGV,ALBERTVILLE,23,0.002249739699538896
AEROPORT ROISSY CDG 2 TGV,ALBERTVILLE,24,0.001312319987018782
AEROPORT ROISSY CDG 2 TGV,ALBERTVILLE,25,0.0010132072665224139
AEROPORT ROISSY CDG 2 TGV,ALBERTVILLE,26,0.0005751347854391801
AEROPORT ROISSY CDG 2 TGV,ALBERTVILLE,27,0.0015070344270162411
AEROPORT ROISSY CDG 2 TGV,ALBERTVILLE,28,0.0016304912171396975
AEROPORT ROISSY CDG 2 TGV,ALBERTVILLE,29,0.0018962204044375125
AEROPORT ROISSY CDG 2 TGV,ALBERTVILLE,30,0.0003513003797159287
AEROPORT ROISSY CDG 2 TGV,ARRAS,0,0.4102624044230569
AEROPORT ROISSY CDG 2 TGV,ARRAS,1,0.40292370416684103
AEROPORT ROISSY CDG 2 TGV,ARRAS,2,0.399681831416909
AEROPORT ROISSY CDG 2 TGV,ARRAS,3,0.40278206502182473
AEROPORT ROISSY CDG 2 TGV,ARRAS,4,0.40243018523459345
AEROPORT ROISSY CDG 2 TGV,ARRAS,5,0.39433834763065534
AEROPORT ROISSY CDG 2 TGV,ARRAS,6,0.39094058456815256
AEROPORT ROISSY CDG 2 TGV,ARRAS,7,0.3598993877869284
AEROPORT ROISSY CDG 2 TGV,ARRAS,8,0.3634853109983272
AEROPORT ROISSY CDG 2 TGV,ARRAS,9,0.3629797266460622
AEROPORT ROISSY CDG 2 TGV,ARRAS,10,0.3759965140070109
AEROPORT ROISSY CDG 2 TGV,ARRAS,11,0.374932843312436
AEROPORT ROISSY CDG 2 TGV,ARRAS,12,0.27280884317477283
AEROPORT ROISSY CDG 2 TGV,ARRAS,13,0.2733100219943608
AEROPORT ROISSY CDG 2 TGV,ARRAS,14,0.2764040695735963
AEROPORT ROISSY CDG 2 TGV,ARRAS,15,0.2844080535967876
AEROPORT ROISSY CDG 2 TGV,ARRAS,16,0.29302359147194224
AEROPORT ROISSY CDG 2 TGV,ARRAS,17,0.30526489185927175
AEROPORT ROISSY CDG 2 TGV,ARRAS,18,0.30510449020844155
AEROPORT ROISSY CDG 2 TGV,ARRAS,19,0.3042101543802921
AEROPORT ROISSY CDG 2 TGV,ARRAS,20,0.3055698646541317
AEROPORT ROISSY CDG 2 TGV,ARRAS,21,0.31695234646309517
AEROPORT ROISSY CDG 2 TGV,ARRAS,22,0.3295115243930989
AEROPORT ROISSY CDG 2 TGV,ARRAS,23,0.3243647330150764
AEROPORT ROISSY CDG 2 TGV,ARRAS,24,0.3353228151998335
AEROPORT ROISSY CDG 2 TGV,ARRAS,25,0.3343441667466594
AEROPORT ROISSY CDG 2 TGV,ARRAS,26,0.33290457482352337
AEROPORT ROISSY CDG 2 TGV,ARRAS,27,0.33217563909229586
AEROPORT ROISSY CDG 2 TGV,ARRAS,28,0.3277189654627222
AEROPORT ROISSY CDG 2 TGV,ARRAS,29,0.33689779397356673
AEROPORT ROISSY CDG 2 TGV,ARRAS,30,0.12345137486769005
AEROPORT ROISSY CDG 2 TGV,AVIGNON TGV,0,0.12434536216384612
AEROPORT ROISSY CDG 2 TGV,AVIGNON TGV,1,0.12593352322887486
AEROPORT ROISSY CDG 2 TGV,AVIGNON TGV,2,0.12135029772474071
AEROPORT ROISSY CDG 2 TGV,AVIGNON TGV,3,0.12826064691939343
AEROPORT ROISSY CDG 2 TGV,AVIGNON TGV,4,0.12850428292067875
AEROPORT ROISSY CDG 2 TGV,AVIGNON TGV,5,0.13312815995849847
AEROPORT ROISSY CDG 2 TGV,AVIGNON TGV,6,0.1348161497380105
AEROPORT ROISSY CDG 2 TGV,AVIGNON TGV,7,0.1451770367109678
AEROPORT ROISSY CDG 2 TGV,AVIGNON TGV,8,0.15123232936095937
AEROPORT ROISSY CDG 2 TGV,AVIGNON TGV,9,0.1497540861922366
AEROPORT ROISSY CDG 2 TGV,AVIGNON TGV,10,0.15443588482842383
AEROPORT ROISSY CDG 2 TGV,AVIGNON TGV,11,0.15598542615124344
AEROPORT ROISSY CDG 2 TGV,AVIGNON TGV,12,0.086774477030352
AEROPORT ROISSY CDG 2 TGV,AVIGNON TGV,13,0.08728201273693116
AEROPORT ROISSY CDG 2 TGV,AVIGNON TGV,14,0.09523987359601667
AEROPORT ROISSY CDG 2 TGV,AVIGNON TGV,15,0.09739377885329441
AEROPORT ROISSY CDG 2 TGV,AVIGNON TGV,16,0.09696590243930012
AEROPORT ROISSY CDG 2 TGV,AVIGNON TGV,17,0.10097834215969934
AEROPORT ROISSY CDG 2 TGV,AVIGNON TGV,18,0.09942073205403897
AEROPORT ROISSY CDG 2 TGV,AVIGNON TGV,19,0.10295527015198071
AEROPORT ROISSY CDG 2 TGV,AVIGNON TGV,20,0.10771702637651759
AEROPORT ROISSY CDG 2 TGV,AVIGNON TGV,21,0.11795180673104273
AEROPORT ROISSY CDG 2 TGV,AVIGNON TGV,22,0.12185962200470891
AEROPORT ROISSY CDG 2 TGV,AVIGNON TGV,23,0.12255559567497748
AEROPORT ROISSY CDG 2 TGV,AVIGNON TGV,24,0.12300660497462161
AEROPORT ROISSY CDG 2 TGV,AVIGNON TGV,25,0.12376747174221095
AEROPORT ROISSY CDG 2 TGV,AVIGNON TGV,26,0.12338543625623243
AEROPORT ROISSY CDG 2 TGV,AVIGNON TGV,27,0.12950605705445067
AEROPORT ROISSY CDG 2 TGV,AVIGNON TGV,28,0.13954828614449935
AEROPORT ROISSY CDG 2 TGV,AVIGNON TGV,29,0.14152014665808327
AEROPORT ROISSY CDG 2 TGV,AVIGNON TGV,30,0.07526535211640953
AEROPORT ROISSY CDG 2 TGV,BEZIERS,0,0.09540969237136093
AEROPORT ROISSY CDG 2 TGV,BEZIERS,1,0.09983607964184919
AEROPORT ROISSY CDG 2 TGV,BEZIERS,2,0.1022473325638655
AEROPORT ROISSY CDG 2 TGV,BEZIERS,3,0.08687850062996588
AEROPORT ROISSY CDG 2 TGV,BEZIERS,4,0.0180044666454488
AEROPORT ROISSY CDG 2 TGV,BEZIERS,5,0.014589728996606597
AEROPORT ROISSY CDG 2 TGV,BEZIERS,6,0.015438169662676174
AEROPORT ROISSY CDG 2 TGV,BEZIERS,7,0.01752060411729446
AEROPORT ROISSY CDG 2 TGV,BEZIERS,8,0.018983356201642324
AEROPORT ROISSY CDG 2 TGV,BEZIERS,9,0.013721110880544956
AEROPORT ROISSY CDG 2 TGV,BEZIERS,10,0.010599324960152897
AEROPORT ROISSY CDG 2 TGV,BEZIERS,11,0.007340053417823224
AEROPORT ROISSY CDG 2 TGV,BEZIERS,12,0.0013869147990671112
AEROPORT ROISSY CDG 2 TGV,BEZIERS,13,0.0013880784764379185
AEROPORT ROISSY CDG 2 TGV,BEZIERS,14,0.002564833665850227
AEROPORT ROISSY CDG 2 TGV,BEZIERS,15,0.001779267614461839
AEROPORT ROISSY CDG 2 TGV,BEZIERS,16,0.0029297672774793674
AEROPORT ROISSY CDG 2 TGV,BEZIERS,17,0.002365239499749812
AEROPORT ROISSY CDG 2 TGV,BEZIERS,18,0.003921230947389002
AEROPORT ROISSY CDG 2 TGV,BEZIERS,19,0.0021896772282753753
AEROPORT ROISSY CDG 2 TGV,BEZIERS,20,0.0037677581095396586
AEROPORT ROISSY CDG 2 TGV,BEZIERS,21,0.0026588471829138214
AEROPORT ROISSY CDG 2 TGV,BEZIERS,22,0.002558533263974163
AEROPORT ROISSY CDG 2 TGV,BEZIERS,23,0.00294721795998746
AEROPORT ROISSY CDG 2 TGV,BEZIERS,24,0.003003231830525426
AEROPORT ROISSY CDG 2 TGV,BEZIERS,25,0.003225298076608543
AEROPORT ROISSY CDG 2 TGV,BEZIERS,26,0.0030765551564245906
AEROPORT ROISSY CDG 2 TGV,BEZIERS,27,0.004335812596124803
AEROPORT ROISSY CDG 2 TGV,BEZIERS,28,0.004376314984154337
AEROPORT ROISSY CDG 2 TGV,BEZIERS,29,0.004092802936289471
AEROPORT ROISSY CDG 2 TGV,BEZIERS,30,0.00259616188016193
AEROPORT ROISSY CDG 2 TGV,BOURG SAINT MAURICE,0,0.010369532428355957
AEROPORT ROISSY CDG 2 TGV,BOURG SAINT MAURICE,1,0.006808278867102396
AEROPORT ROISSY CDG 2 TGV,BOURG SAINT MAURICE,2,0.0009259259259259259
AEROPORT ROISSY CDG 2 TGV,BOURG SAINT MAURICE,3,0.0009259259259259259
AEROPORT ROISSY CDG 2 TGV,BOURG SAINT MAURICE,4,0.0004629629629629629
AEROPORT ROISSY CDG 2 TGV,BOURG SAINT MAURICE,5,0.0005023175477720932
AEROPORT ROISSY CDG 2 TGV,BOURG SAINT MAURICE,6,0.0002406428295756359
AEROPORT ROISSY CDG 2 TGV,BOURG SAINT MAURICE,7,0.0
AEROPORT ROISSY CDG 2 TGV,BOURG SAINT MAURICE,8,0.0033613445378151263
AEROPORT ROISSY CDG 2 TGV,BOURG SAINT MAURICE,9,0.0013787878787878789
AEROPORT ROISSY CDG 2 TGV,BOURG SAINT MAURICE,10,0.0
AEROPORT ROISSY CDG 2 TGV,BOURG SAINT MAURICE,11,0.0012997107980596474
AEROPORT ROISSY CDG 2 TGV,BOURG SAINT MAURICE,12,0.0
AEROPORT ROISSY CDG 2 TGV,BOURG SAINT MAURICE,13,0.0
AEROPORT ROISSY CDG 2 TGV,BOURG SAINT MAURICE,14,0.0
AEROPORT ROISSY CDG 2 TGV,BOURG SAINT MAURICE,15,0.0
AEROPORT ROISSY CDG 2 TGV,BOURG SAINT MAURICE,16,0.0006666666666666666
AEROPORT ROISSY CDG 2 TGV,BOURG SAINT MAURICE,17,0.00016835016835016836
AEROPORT ROISSY CDG 2 TGV,BOURG SAINT MAURICE,18,0.00035496957403651115
AEROPORT ROISSY CDG 2 TGV,BOURG SAINT MAURICE,19,0.0
AEROPORT ROISSY CDG 2 TGV,BOURG SAINT MAURICE,20,0.0
AEROPORT ROISSY CDG 2 TGV,BOURG SAINT MAURICE,21,0.00031210986267166043
AEROPORT ROISSY CDG 2 TGV,BOURG SAINT MAURICE,22,0.0
AEROPORT ROISSY CDG 2 TGV,BOURG SAINT MAURICE,23,0.00030864197530864197
AEROPORT ROISSY CDG 2 TGV,BOURG SAINT MAURICE,24,0.0011784511784511786
AEROPORT ROISSY CDG 2 TGV,BOURG SAINT MAURICE,25,0.0008793384579548102
AEROPORT ROISSY CDG 2 TGV,BOURG SAINT MAURICE,26,0.0004412659768715764
AEROPORT ROISSY CDG 2 TGV,BOURG SAINT MAURICE,27,0.0002620545073375262
AEROPORT ROISSY CDG 2 TGV,BOURG SAINT MAURICE,28,0.0002620545073375262
AEROPORT ROISSY CDG 2 TGV,BOURG SAINT MAURICE,29,0.0017623515958699089
AEROPORT ROISSY CDG 2 TGV,BOURG SAINT MAURICE,30,0.0002620545073375262
AEROPORT ROISSY CDG 2 TGV,BRUXELLES MIDI,0,0.22694496529268543
AEROPORT ROISSY CDG 2 TGV,BRUXELLES MIDI,1,0.22419602840436978
AEROPORT ROISSY CDG 2 TGV,BRUXELLES MIDI,2,0.21924603150401029
AEROPORT ROISSY CDG 2 TGV,BRUXELLES MIDI,3,0.21973982839641942
AEROPORT ROISSY CDG 2 TGV,BRUXELLES MIDI,4,0.2212843480248792
AEROPORT ROISSY CDG 2 TGV,BRUXELLES MIDI,5,0.22342599815326497
AEROPORT ROISSY CDG 2 TGV,BRUXELLES MIDI,6,0.2214875263440394
AEROPORT ROISSY CDG 2 TGV,BRUXELLES MIDI,7,0.20230948075954291
AEROPORT ROISSY CDG 2 TGV,BRUXELLES MIDI,8,0.20237086348599323
AEROPORT ROISSY CDG 2 TGV,BRUXELLES MIDI,9,0.20185637166159115
AEROPORT ROISSY CDG 2 TGV,BRUXELLES MIDI,10,0.20656894298649844
AEROPORT ROISSY CDG 2 TGV,BRUXELLES MIDI,11,0.21065487162141305
AEROPORT ROISSY CDG 2 TGV,BRUXELLES MIDI,12,0.14770269466403876
AEROPORT ROISSY CDG 2 TGV,BRUXELLES MIDI,13,0.14475515885843485
AEROPORT ROISSY CDG 2 TGV,BRUXELLES MIDI,14,0.14816915484830487
AEROPORT ROISSY CDG 2 TGV,BRUXELLES MIDI,15,0.1541176288365959
AEROPORT ROISSY CDG 2 TGV,BRUXELLES MIDI,16,0.15994715865827164
AEROPORT ROISSY CDG 2 TGV,BRUXELLES MIDI,17,0.16725149514627355
AEROPORT ROISSY CDG 2 TGV,BRUXELLES MIDI,18,0.17346678175182287
AEROPORT ROISSY CDG 2 TGV,BRUXELLES MIDI,19,0.17255797716907212
AEROPORT ROISSY CDG 2 TGV,BRUXELLES MIDI,20,0.17428202864871956
AEROPORT ROISSY CDG 2 TGV,BRUXELLES MIDI,21,0.18064130462570083
AEROPORT ROISSY CDG 2 TGV,BRUXELLES MIDI,22,0.18755650436571122
AEROPORT ROISSY CDG 2 TGV,BRUXELLES MIDI,23,0.18837641519078097
AEROPORT ROISSY CDG 2 TGV,BRUXELLES MIDI,24,0.19518527602005667
AEROPORT ROISSY CDG 2 TGV,BRUXELLES MIDI,25,0.20070676586689398
AEROPORT ROISSY CDG 2 TGV,BRUXELLES MIDI,26,0.19860491792806512
AEROPORT ROISSY CDG 2 TGV,BRUXELLES MIDI,27,0.19925690069397894
AEROPORT ROISSY CDG 2 TGV,BRUXELLES MIDI,28,0.2017519695034562
AEROPORT ROISSY CDG 2 TGV,BRUXELLES MIDI,29,0.20393988006357572
AEROPORT ROISSY CDG 2 TGV,BRUXELLES MIDI,30,0.09152714670570657
AEROPORT ROISSY CDG 2 TGV,CHAMBERY CHALLES LES EAUX,0,0.004487179487179487
AEROPORT ROISSY CDG 2 TGV,CHAMBERY CHALLES LES EAUX,1,0.0
AEROPORT ROISSY CDG 2 TGV,CHAMBERY CHALLES LES EAUX,2,0.0
AEROPORT ROISSY CDG 2 TGV,CHAMBERY CHALLES LES EAUX,3,0.0
AEROPORT ROISSY CDG 2 TGV,CHAMBERY CHALLES LES EAUX,4,0.0
AEROPORT ROISSY CDG 2 TGV,CHAMBERY CHALLES LES EAUX,5,3.935458480913026e-05
AEROPORT ROISSY CDG 2 TGV,CHAMBERY CHALLES LES EAUX,6,0.0033656428295756355
AEROPORT ROISSY CDG 2 TGV,CHAMBERY CHALLES LES EAUX,7,0.0
AEROPORT ROISSY CDG 2 TGV,CHAMBERY CHALLES LES EAUX,8,0.0033613445378151263
AEROPORT ROISSY CDG 2 TGV,CHAMBERY CHALLES LES EAUX,9,0.0013787878787878789
AEROPORT ROISSY CDG 2 TGV,CHAMBERY CHALLES LES EAUX,10,0.0
AEROPORT ROISSY CDG 2 TGV,CHAMBERY CHALLES LES EAUX,11,0.003497265239586397
AEROPORT ROISSY CDG 2 TGV,CHAMBERY CHALLES LES EAUX,12,0.0
AEROPORT ROISSY CDG 2 TGV,CHAMBERY CHALLES LES EAUX,13,0.0
AEROPORT ROISSY CDG 2 TGV,CHAMBERY CHALLES LES EAUX,14,0.0
AEROPORT ROISSY CDG 2 TGV,CHAMBERY CHALLES LES EAUX,15,0.0
AEROPORT ROISSY CDG 2 TGV,CHAMBERY CHALLES LES EAUX,16,0.0006666666666666666
AEROPORT ROISSY CDG 2 TGV,CHAMBERY CHALLES LES EAUX,17,0.00016835016835016836
AEROPORT ROISSY CDG 2 TGV,CHAMBERY CHALLES LES EAUX,18,0.00035496957403651115
AEROPORT ROISSY CDG 2 TGV,CHAMBERY CHALLES LES EAUX,19,0.0
AEROPORT ROISSY CDG 2 TGV,CHAMBERY CHALLES LES EAUX,20,0.0
AEROPORT ROISSY CDG 2 TGV,CHAMBERY CHALLES LES EAUX,21,0.00031210986267166043
AEROPORT ROISSY CDG 2 TGV,CHAMBERY CHALLES LES EAUX,22,0.0
AEROPORT ROISSY CDG 2 TGV,CHAMBERY CHALLES LES EAUX,23,0.00030864197530864197
AEROPORT ROISSY CDG 2 TGV,CHAMBERY CHALLES LES EAUX,24,0.0011784511784511786
AEROPORT ROISSY CDG 2 TGV,CHAMBERY CHALLES LES EAUX,25,0.0008793384579548102
AEROPORT ROISSY CDG 2 TGV,CHAMBERY CHALLES LES EAUX,26,0.0004412659768715764
AEROPORT ROISSY CDG 2 TGV,CHAMBERY CHALLES LES EAUX,27,0.0002620545073375262
AEROPORT ROISSY CDG 2 TGV,CHAMBERY CHALLES LES EAUX,28,0.0002620545073375262
AEROPORT ROISSY CDG 2 TGV,CHAMBERY CHALLES LES EAUX,29,0.0017623515958699089
AEROPORT ROISSY CDG 2 TGV,CHAMBERY CHALLES LES EAUX,30,0.0002620545073375262
AEROPORT ROISSY CDG 2 TGV,DOUAI,0,0.5397911256448895
AEROPORT ROISSY CDG 2 TGV,DOUAI,1,0.5409601077837976
AEROPORT ROISSY CDG 2 TGV,DOUAI,2,0.53601764086175
AEROPORT ROISSY CDG 2 TGV,DOUAI,3,0.5467879935669895
AEROPORT ROISSY CDG 2 TGV,DOUAI,4,0.5427681701194612
AEROPORT ROISSY CDG 2 TGV,DOUAI,5,0.5341414571005287
AEROPORT ROISSY CDG 2 TGV,DOUAI,6,0.5228894846451421
AEROPORT ROISSY CDG 2 TGV,DOUAI,7,0.51020694717225
AEROPORT ROISSY CDG 2 TGV,DOUAI,8,0.5154080262673711
AEROPORT ROISSY CDG 2 TGV,DOUAI,9,0.5131693328785532
AEROPORT ROISSY CDG 2 TGV,DOUAI,10,0.5228893389798589
AEROPORT ROISSY CDG 2 TGV,DOUAI,11,0.5169128034891309
AEROPORT ROISSY CDG 2 TGV,DOUAI,12,0.4714405981601979
AEROPORT ROISSY CDG 2 TGV,DOUAI,13,0.4784280149365101
AEROPORT ROISSY CDG 2 TGV,DOUAI,14,0.49343633101392403
AEROPORT ROISSY CDG 2 TGV,DOUAI,15,0.5045711543260358
AEROPORT ROISSY CDG 2 TGV,DOUAI,16,0.5199814747020025
AEROPORT ROISSY CDG 2 TGV,DOUAI,17,0.5310309459641525
